ESFJ	schoolmaster, to whom I owe a debt of gratitude which I regret I never
ESFJ	leisure to bestow upon me through the day. My uncle being a shopkeeper
ESFJ	of my school life, he found his chief solace in the companionship of
ESFJ	act for which he was well known. Thus for me King John sits to this
ESFJ	It may be taken for granted that the omission which, years after, I
ESFJ	republican monarch appeared writing his message to the Pope of Rome,
ESFJ	It was from my uncle I learned all that I know of the early history of
ESFJ	life. Wallace, of course, was our hero. Everything heroic centered in
ESFJ	Scotland would be the larger, but would you have the Highlands rolled
ESFJ	"Yes, Naig, seven to one, but there were more than that odds against
ESFJ	nations become traditional enemies. The experience of American boys is
ESFJ	was the wicked partner. Not till they became men was the prejudice
ESFJ	upon all our moods through the influence of poetry and song. The
ESFJ	never wanted "the hat and the stick" which Scott gave his. How
ESFJ	say "George" in infancy and he could not get more than "Naig" out of
ESFJ	along the eerie churchyard of the Abbey among the dead, where there
ESFJ	the satisfaction of believing that never, not even upon one occasion,
ESFJ	the darkness, falling back in all emergencies upon the thought of what
ESFJ	the man of the people. Sir John Graham was our second. The intensity
ESFJ	tower of strength for a boy to have a hero.
ESFJ	remains for maturer years and wider knowledge to tell us that every
ESFJ	find ample reason to raise his opinion of other nations because they
ESFJ	Peterson's little boy who, when in Canada, in reply to a question,
ESFJ	My good Uncle Lauder justly set great value upon recitation in
ESFJ	Dhu and James Fitz-James to our schoolmates and often to the older
ESFJ	objectionable word which always created amusement among the
ESFJ	forbidden fruit. I can well understand the story of Marjory Fleming,
ESFJ	Thereafter the expression of the one fearful word was a great point.
ESFJ	in an article written for the "North American Review" in 1897, my
ESFJ	of teaching adopted by my uncle. I cannot name a more important means
ESFJ	impress me strongly it passed away in a few hours.
ESFJ	could readily master the task in that time, and, as the psalm was the
ESFJ	The first penny I ever earned or ever received from any person beyond
ESFJ	and Mr. Morley said he had been searching his Burns for the poem to
ESFJ	knew. Truly great was he to me. But a hero surely is "Honest John"
ESFJ	understood, were absolved. All of our family connections, Morrisons
ESFJ	away from the tenets of Calvinism. At a later day most of them found
ESFJ	reader, always, Channing the Unitarian was in those days her special
ESFJ	the most advanced ideas which were being agitated in the political
ESFJ	Calvinism lay as a terrible nightmare upon me, but that state of mind
ESFJ	appearance.
ESFJ	pray and that impressed me. He was indeed a saint and always remained
ESFJ	Testament--an "Eternal Torturer" as Andrew D. White ventures to call
ESFJ	took to build a suitable house for these pets. Our home became
ESFJ	do to please us and the neighbors' children who centered about us.
ESFJ	conscience reproves me to-day, looking back, when I think of the hard
ESFJ	I treasure the remembrance of this plan as the earliest evidence of
ESFJ	possess. I did not understand steam machinery, but I tried to
ESFJ	found out afterward. He said he had ventured to make himself known as
ESFJ	last and see him often. [As I read this manuscript to-day, December 1,
ESFJ	worse and worse in Dunfermline for the small manufacturers, and at
ESFJ	Satisfactory letters were received in reply. The decision was taken to
ESFJ	Where a man is a man even though he must toil
ESFJ	record an act of friendship performed by a lifelong companion of my
ESFJ	Uncle Lauder also lent his aid and advice, managing all the details
ESFJ	attention.
ESFJ	algebra and of Latin. A letter written to my Uncle Lauder during the
ESFJ	of poetry by heart. I should add to this the fairy tales of childhood,
ESFJ	I stood with tearful eyes looking out of the window until Dunfermline
ESFJ	talismanic letters on the Abbey tower--"King Robert The Bruce." All my
ESFJ	Britain"[10] when passing the Abbey and I may as well quote from it
ESFJ	of the Abbey bell, tolled in honor of my mother and myself.
ESFJ	little distance. I had time to regain control, and biting my
ESFJ	melting power as that did.
ESFJ	as it tolled. Many good words has that bell spoken to me
ESFJ	power that moved it had seen all and was not angry, never
ESFJ	The world has not within its power to devise, much less to
ESFJ	were away to the newer land.
ESFJ	me, as it had called the little white-haired child, for the
ESFJ	the hearts of others.
ESFJ	a kind sailor who lifted me up on the deck of the steamer. Upon my
ESFJ	sailors quite well, learned the names of the ropes, and was able to
ESFJ	left the ship with sincere regret.
ESFJ	which I had mingled, and the bustle and excitement of it overwhelmed
ESFJ	jacket and white trousers. I thought him the most beautiful man I had
ESFJ	the image which remains in my mind of the gorgeousness of the highly
ESFJ	he might be enjoying a ripe old age, and that it might be in my power
ESFJ	friend and admirer.
ESFJ	were warmly welcomed. It was a genuine pleasure when Willie, his son,
ESFJ	Erie Canal by way of Buffalo and Lake Erie to Cleveland, and thence
ESFJ	work upon it as we traveled. Nothing comes amiss to youth, and I look
ESFJ	steamboat to take us up the Ohio to Pittsburgh. This was our first
ESFJ	never knowing "horrid night, the child of hell."
ESFJ	end of a lot in Rebecca Street. This had a second story in which there
ESFJ	merchant, to travel and sell, as no dealers could be found to take
ESFJ	In her youth she had learned to bind shoes in her father's business
ESFJ	from him, and in addition to attending to her household duties--for,
ESFJ	needles and waxing the thread for her, she recited to him, as she had
ESFJ	governess, teacher, saint, all in one; the father, exemplar, guide,
ESFJ	neighbors from soon recognizing her as a wise and kindly woman whom
ESFJ	went.
ESFJ	that I might help the family to a start in the new land. The prospect
ESFJ	without being dependent upon others. Every necessary thing was very
ESFJ	intentions in the world, to my mother, that I was a likely boy and apt
ESFJ	to her feet with outstretched hands and shook them in his face.
ESFJ	only for a few moments did tears fall and sobs come. Then she took her
ESFJ	she threatened to have her prisoners "chopped into as many pieces as
ESFJ	entirely respectable in her eyes. Better death. Yes, mother would have
ESFJ	self-respect, pervaded the household. Walter Scott said of Burns that
ESFJ	Anything low, mean, deceitful, shifty, coarse, underhand, or gossipy
ESFJ	Soon after this incident my father found it necessary to give up
ESFJ	life. In the winter father and I had to rise and breakfast in the
ESFJ	for my world--our family. I have made millions since, but none of
ESFJ	lines of the verse:
ESFJ	[Footnote 11: Education.]
ESFJ	Soon after this Mr. John Hay, a fellow-Scotch manufacturer of bobbins
ESFJ	factory. It was too much for me. I found myself night after night,
ESFJ	But all this it was a matter of honor to conceal from my parents. They
ESFJ	asking myself what Wallace would have done and what a Scotsman ought
ESFJ	and he found it convenient thereafter to let me make out his bills. I
ESFJ	things, less objectionable except in one feature.
ESFJ	behaving in a most perverse way. I never succeeded in overcoming the
ESFJ	My service with Mr. Hay was a distinct advance upon the cotton
ESFJ	John Phipps, Thomas N. Miller, and William Cowley, we all determined
ESFJ	that Mr. David Brooks, manager of the telegraph office, had asked my
ESFJ	word, a look, an accent, may affect the destiny not only of
ESFJ	hang.
ESFJ	disposed to deny my wish. It would prove too much for me, he said; I
ESFJ	that it was best that I should remain where I was. He subsequently
ESFJ	failed he was kind enough to say that my old place would be open for
ESFJ	corner of Fourth and Wood Streets. It was a bright, sunshiny morning
ESFJ	learn my fate. I was led to this, perhaps, because I had by that time
ESFJ	make a smarter showing if alone with Mr. Brooks than if my good old
ESFJ	telegraph service, but one linen suit of summer clothing; and every
ESFJ	in the western world. Father's long factory hours tried his strength,
ESFJ	enough; but all I wanted was a trial. He asked me how soon I could
ESFJ	might be sent for. Having got myself in I proposed to stay there if I
ESFJ	that it was all right, and to go home and tell mother that I had got
ESFJ	with coal dirt, without a trace of the elevating influences of life, I
ESFJ	ladder and that I was bound to climb.
ESFJ	exercised my memory by naming in succession the various firms. Before
ESFJ	The next step was to know the men themselves, for it gave a messenger
ESFJ	the boy himself, that a great man (and most men are great to
ESFJ	the entire business portion of the city on April 10, 1845. The houses
ESFJ	only for having the theater upon it. Federal Street, Allegheny,
ESFJ	General Robinson, to whom I delivered many a telegraph message, was
ESFJ	in Allegheny City. There was no direct railway communication to the
ESFJ	occupied three days.[12]
ESFJ	The great event of the day in Pittsburgh at that time was the arrival
ESFJ	to roll iron; but not a ton of pig metal was made, and not a ton of
ESFJ	of natural gas which had for ages lain untouched under the city.
ESFJ	was the retirement from business of Mr. Fahnestock with the enormous
ESFJ	Judge Wilkins was at its head, and he and Judge MacCandless, Judge
ESFJ	still survive, Thomas M. Howe, James Park, C.G. Hussey, Benjamin F.
ESFJ	My life as a telegraph messenger was in every respect a happy one,
ESFJ	made my companion and we had to deliver all the messages from the
ESFJ	was born in America, his father was quite as much a Scotsman, even in
ESFJ	as superintendent and general agent at Pittsburgh of the Pennsylvania
ESFJ	per week. It was the duty of the boys to sweep the office each
ESFJ	not the rich man's son that the young struggler for advancement has to
ESFJ	[Footnote 14: Died 1889.]
ESFJ	where sweet cakes were sometimes given to him. He met with very kind
ESFJ	clever boy requires in order to rise. Wise men are always looking out
ESFJ	anxiously watched, and quarrels arose among us as to the right of
ESFJ	appointed treasurer. Peace and good-humor reigned ever afterwards.
ESFJ	dividends, and the adjoining confectioner's shop had running accounts
ESFJ	of all, apparently having not only one sweet tooth, but all his teeth
ESFJ	COLONEL ANDERSON AND BOOKS
ESFJ	This did not leave much time for self-improvement, nor did the wants
ESFJ	would open his library of four hundred volumes to boys, so that any
ESFJ	messenger boys, clerks, and others, who did not work with their hands,
ESFJ	Anderson promptly enlarged the classification. So my first appearance
ESFJ	rejoinder was signed "A Working Boy, though without a Trade," and a
ESFJ	Colonel Anderson and introduced me to him, and in this way the windows
ESFJ	future was made bright by the thought that when Saturday came a new
ESFJ	this time no knowledge of the great master of all, Shakespeare, beyond
ESFJ	of the use of Colonel Anderson's library. Books which it would have
ESFJ	Nothing contributed so much to keep my companions and myself clear of
ESFJ	Allegheny, and bears this inscription:
ESFJ	This monument is erected in grateful remembrance by Andrew
ESFJ	This is but a slight tribute and gives only a faint idea of the depth
ESFJ	the founding of a public library in a community which is willing to
ESFJ	as I was by having access to Colonel Anderson's four hundred well-worn
ESFJ	nothing. Youths must acquire knowledge themselves. There is no escape
ESFJ	The history of that library is interesting. It grew, and was removed
ESFJ	native town, and that I have been fortunate enough to be the founder
ESFJ	unknowingly--I am tempted almost to say providentially--and it has
ESFJ	us pity those who haven't ancestors of whom they can be proud, dukes
ESFJ	in its glory under the charge of Mr. Foster. His telegraphic business
ESFJ	at the door of the theater in the evening, with the timid request
ESFJ	green curtain. The plays, generally, were of the spectacular order;
ESFJ	the same with "Davy" McCargo, "Harry" Oliver, and "Bob" Pitcairn. We
ESFJ	of Shakespearean characters. Thenceforth there was nothing for me but
ESFJ	language and its appreciation I certainly owe to dramatic
ESFJ	heard at the Academy of Music in New York, little or nothing by him
ESFJ	A few persons in Allegheny--probably not above a hundred in all--had
ESFJ	respect for all forms of religion, and discouraging theological
ESFJ	She encouraged her boys to attend church and Sunday school; but there
ESFJ	doctrines of Swedenborg, and received the congratulations of my devout
ESFJ	she called a "preacher of the Word."
ESFJ	Swedenborgian revelation, grievously disappointed her by actually
ESFJ	Leander's reception upon his first call after his fall was far from
ESFJ	"Why are you so hard on me, aunt? Look at Andy, he is not a member of
ESFJ	He never quite regained his standing with dear Aunt Aitken. I might
ESFJ	society there were short selections from the oratorios. I fastened
ESFJ	in the cause. When, at a later date, I became acquainted with the
ESFJ	small choir of the Swedenborgian Society of Pittsburgh.
ESFJ	are the best possible foundation for sure progress to the heights of
ESFJ	and I come."
ESFJ	Ohio. I was very fond of skating, and in the winter about which I am
ESFJ	hours. No question of a more serious character could have been
ESFJ	church.
ESFJ	man, and who would open picture galleries and museums to the public,
ESFJ	permissible, at least among the Scotch, to take a walk for pleasure or
ESFJ	the manager of the downstairs office, who came in contact with the
ESFJ	work. I received messages from the public and saw that those that came
ESFJ	of my legitimate work. I was also taxed with being penurious in my
ESFJ	working--my father, my mother, and myself. I also knew all the
ESFJ	carefully placed in a stocking and hid until two hundred were
ESFJ	gratitude remains that never can be paid. Old Mrs. Henderson lives
ESFJ	mother's.]
ESFJ	reached out my hand for the first eleven and a quarter dollars as they
ESFJ	What had I done or not done? I was about to be told that there was no
ESFJ	a month.
ESFJ	from end to end of the bridge across the Allegheny River--inside on
ESFJ	the millions I have made since.
ESFJ	how we would go into business together; that the firm of "Carnegie
ESFJ	being asked by her son-in-law to come to London and live near them,
ESFJ	On Sunday morning with father, mother, and Tom at breakfast, I
ESFJ	boy's first triumph and proof positive that he was worthy of
ESFJ	an opportunity of practicing upon the telegraph instruments before the
ESFJ	One morning I heard the Pittsburgh call given with vigor. It seemed to
ESFJ	succeeded in getting the message and ran out with it. I waited
ESFJ	called sometimes to watch the instrument, while the operator wished to
ESFJ	operator read to a copyist, but rumors had reached us that a man in
ESFJ	language. One day, desiring to take a message in the absence of the
ESFJ	pencil and pad, and after that there was never any difficulty between
ESFJ	asked Mr. Brooks if he could not send some one to take his place. Mr.
ESFJ	Bruce, a well-known solicitor of Scottish ancestry, and his sister
ESFJ	[Illustration: HENRY PHIPPS]
ESFJ	was the first responsible position I had occupied in the telegraph
ESFJ	nearly ended my career. After that I was noted in the office for
ESFJ	was wanted and Mr. Brooks telegraphed to my afterward dear friend
ESFJ	considered him competent. The result was that I began as a telegraph
ESFJ	was now performing a man's part, no longer a boy's--earning a dollar
ESFJ	telegraph. I began to instruct him and found him an apt pupil." (James
ESFJ	The operating-room of a telegraph office is an excellent school for a
ESFJ	received by wire from Cape Race, and the taking of successive "steamer
ESFJ	be guessed at. My guessing powers were said to be phenomenal, and it
ESFJ	character likely to bring him into serious trouble. My knowledge of
ESFJ	reporter to the office to transcribe the press dispatches. Later on
ESFJ	This, my first work for the press, yielded very modest remuneration,
ESFJ	the "Webster Literary Society" along with my companions, the trusty
ESFJ	Miller recently alleged that I once spoke nearly an hour and a half
ESFJ	cobbler's room.
ESFJ	very safely be attributed to the experience of the "Webster Society."
ESFJ	I finally became an operator by sound, discarding printing entirely.
ESFJ	was sent to the former town to receive the entire business then
ESFJ	communication between the East and the West _via_ Pittsburgh was
ESFJ	meet him. I remember how deeply affected I was on finding that instead
ESFJ	"Well, father, it will not be long before mother and you shall ride in
ESFJ	this occasion, and grasped my hand with a look which I often see and
ESFJ	bade me good-night and told me to run back to my office. Those words
ESFJ	was one of the most lovable of men, beloved of his companions, deeply
ESFJ	life of leisure and comfort.
ESFJ	Railroad. Frequent telegraphic communication was necessary between him
ESFJ	Scott had asked him whether he thought that I could be obtained as his
ESFJ	"Not so fast. He can have me. I want to get out of a mere office life.
ESFJ	greatest I had ever known. The public telegraph line was temporarily
ESFJ	CHAPTER VI
ESFJ	possible for any boy to arrive at that age much freer from a knowledge
ESFJ	I was now plunged at once into the company of coarse men, for the
ESFJ	from that to which I had been accustomed. I was not happy about it. I
ESFJ	of them refined young men, striving to improve themselves and become
ESFJ	swearing or the use of improper language, which fortunately remained
ESFJ	then than to-day and meant less than in this age. Railroading was new,
ESFJ	living from whom I hear occasionally and regard with affection. A
ESFJ	Mountains at that time, and I had to pass over the inclined planes
ESFJ	great man in our railroad field--Mr. Lombaert, general superintendent.
ESFJ	Mr. Lombaert was very different from Mr. Scott; he was not sociable,
ESFJ	trepidation. Up to this time I considered that invitation the greatest
ESFJ	An incident happened on this trip which might have blasted my career
ESFJ	upon the engine that took me to Hollidaysburg where the State railroad
ESFJ	There was no use in disguising the fact that such a failure would ruin
ESFJ	back for it? Kind soul, he did so. I watched the line, and on the very
ESFJ	fireman were the only persons who knew of my carelessness, and I had
ESFJ	required upon my part to wipe out the effect of that one piece of
ESFJ	judging such to remember the difference it would have made in my own
ESFJ	the bank. It seemed to be calling:
ESFJ	Pittsburgh, February 22, 1856, although too young to vote. I watched
ESFJ	editor, Horace Greeley, who did so much to arouse the people to action
ESFJ	price as the Civil War had to be paid to free our land from the curse,
ESFJ	centrifugal. To-day it is centripetal, all drawn toward the center
ESFJ	other departments should in some measure be brought under one head.
ESFJ	were taught in our offices at Pittsburgh. The telegraph business
ESFJ	and myself are entitled to the credit of being the first to employ
ESFJ	Miss Maria Hogan. She was the operator at the freight station in
ESFJ	of telegraph operator.
ESFJ	Pennsylvania Railroad--a position which he afterwards attained. Under
ESFJ	necessary, although it was not then a regular practice to run trains
ESFJ	management was still in its infancy, and men had not yet been trained
ESFJ	the Eastern Division had delayed the express passenger train
ESFJ	take the responsibility, give "train orders," and set matters going.
ESFJ	I had often done it in wiring Mr. Scott's orders. I knew just what to
ESFJ	He had heard of the delays. His first words were:
ESFJ	your name early this morning."
ESFJ	the various trains had passed. All was right. He looked in my face for
ESFJ	afraid to approve what I had done, yet he had not censured me. If it
ESFJ	that Mr. Scott had not personally given the orders. I had almost made
ESFJ	Pittsburgh, that Mr. Scott, the evening after the memorable morning,
ESFJ	without the slightest authority."
ESFJ	a train order.
ESFJ	mills were afterward named. He was the most reserved and silent of
ESFJ	was surprised when in Mr. Scott's office he came to the telegraph
ESFJ	something beyond the sphere of his duties--something which attracts
ESFJ	my teens. It was granted. Here was the coveted opportunity of my life.
ESFJ	court-martial, examined those concerned, dismissed peremptorily the
ESFJ	that had been settled. I had investigated the matter and punished the
ESFJ	It is probable he was afraid I had been too severe and very likely he
ESFJ	as really to lean a little backward. Only experience teaches the
ESFJ	As the half-dozen young men who constituted our inner circle grew in
ESFJ	influence of Mrs. McMillan, wife of one of the leading Presbyterian
ESFJ	professors, one remains in Britain, the other has accepted an
ESFJ	than elsewhere. This led to some of us occasionally attending her
ESFJ	of dogmas. This doctrine of predestination, including infant
ESFJ	devil," and left the astonished minister to himself.
ESFJ	relished the idea of banishment from his wife's delightful reunions.
ESFJ	should pursue.
ESFJ	be the noblest work of man." We accepted as proven that each stage of
ESFJ	society. It was a notable day, however, when we resolved to stand by
ESFJ	a fall from a horse. This struck home to all of us, yet I remember I
ESFJ	have such a refuge. We should all take Plato's advice and never give
ESFJ	a lifetime with them. Both are equally incomprehensible to finite
ESFJ	there is no hereafter is as foolish as he who proclaims there is,
ESFJ	to forty, an unsolicited advance having been made by Mr. Scott. It was
ESFJ	the two small frame houses upon it, in one of which we had lived, and
ESFJ	to return to the house that formerly had been her own. In the same way
ESFJ	struggle then was to make up the semi-annual payments of interest and
ESFJ	three remaining members life's duties were pressing. Sorrow and duty
ESFJ	pay-roll and came to Mr. Scott's name for $125. I wondered what he did
ESFJ	Mr. David McCandless. He had taken some notice of my father and
ESFJ	very pleased to advance whatever was necessary. He had heard much of
ESFJ	pure and disinterested benevolence. Here was a poor Scottish woman
ESFJ	that Mr. McCandless obtained a place in our hearts sacred to himself.
ESFJ	they know to be worthy. As a rule, those who show willingness to help
ESFJ	service of the railroad company. Just at this time Fortunatus knocked
ESFJ	financially connected with my leader and great man. So I said boldly I
ESFJ	in suggesting what might be done. When did she ever fail? We had then
ESFJ	secured. He was a justice of the peace, a well-known resident of that
ESFJ	additional hundred dollars to pay as a premium, but Mr. Scott kindly
ESFJ	monthly dividend. One morning a white envelope was lying upon my desk,
ESFJ	of New York. I shall remember that check as long as I live, and that
ESFJ	It was the custom of our party to spend Sunday afternoons in the
ESFJ	opportunity for investment in which all of us should share, and for
ESFJ	occasions asked me to her house in Pittsburgh. She often spoke of the
ESFJ	had great timidity about going into other people's houses, until late
ESFJ	I recollect. Every house was fashionable in my eyes that was upon any
ESFJ	was an odd thing for Mr. Stokes to do, for I could little interest a
ESFJ	my ideal of human triumph. Strange that there should have come a day
ESFJ	Pennsylvania Railroad Company. It was signed anonymously and I was
ESFJ	communication was. I knew that Mr. Riddle could not tell the author,
ESFJ	incredulous. He said he had read it that morning and wondered who had
ESFJ	The grandeur of Mr. Stokes's home impressed me, but the one feature of
ESFJ	He that will not a bigot,
ESFJ	to-day.
ESFJ	Democrat, argued against the right of the North to use force for the
ESFJ	adjoining room:
ESFJ	commission in the volunteer forces. I was then in the Secretary of
ESFJ	first argued and theorized about Constitutional rights. It made all
ESFJ	proclaimed: "There was not air enough on the American continent to
ESFJ	Pennsylvania Railroad in 1856, taking Mr. Lombaert's place; and he
ESFJ	was upon her. Besides, "follow my leader" was due to so true a friend
ESFJ	before and had his lonely hours. He was a stranger in Altoona, his new
ESFJ	him. He seemed anxious always to have me near him.
ESFJ	to disturb him, knowing how overworked and overanxious he was; but he
ESFJ	them to resume their duties and to start the traffic.
ESFJ	to me and said:
ESFJ	had at Altoona, and if I would wait a few minutes you would ask by
ESFJ	I listened and he went on to say that a paper was being rapidly signed
ESFJ	should call at the office to be paid. A list of the names of the
ESFJ	Slight attentions or a kind word to the humble often bring back reward
ESFJ	Civil War, when I could pass people within the lines--a father helped
ESFJ	and the reward is sweet in proportion to the humbleness of the
ESFJ	His little, nameless, unremembered acts
ESFJ	Greensburg by the brilliant Major Stokes, my first host. It was feared
ESFJ	in the railway service at Crestline, Ohio. On my way thither, while
ESFJ	he had invented for night traveling. He took a small model out of the
ESFJ	I sent for him, and I promised to lay the matter before Mr. Scott at
ESFJ	the patentee. He came and contracted to place two of his cars upon the
ESFJ	somehow or other. The two cars were to be paid for by monthly
ESFJ	his great arm (he was six feet three or four) around me, saying:
ESFJ	installments. The first considerable sum I made was from this source.
ESFJ	brother arrived, was that, instead of continuing to live exclusively
ESFJ	life, and she resented with all a strong woman's jealousy the
ESFJ	escape the inevitable servant girl. One came, and others followed, and
ESFJ	paid for the task, lacks the sweetness of that which a mother's hands
ESFJ	the closest adherence to family ties and are characterized by a filial
ESFJ	that has in his father a teacher, companion, and counselor, and whose
ESFJ	grown son has to put his arms around his saint and kissing her
ESFJ	should be changed in some respects and the house made suitable for
ESFJ	Of course the change was very hard upon my mother, but she finally
ESFJ	us be partners and let us always think what is best for each other.
ESFJ	her neighbors. She had not to learn self-possession nor good manners,
ESFJ	Life at Altoona was made more agreeable for me through Mr. Scott's
ESFJ	cease for many years, and re-reading some of her letters in 1906 I
ESFJ	I our paths parted so widely in later years. Her daughter married the
ESFJ	friends of youth.]
ESFJ	Altoona with the new official? The thought was to me unbearable. To
ESFJ	He returned from his interview with the president at Philadelphia and
ESFJ	inevitable disclosure as to what he was going to do with me. He said
ESFJ	that I would not attempt, but it had never occurred to me that anybody
ESFJ	Wallace or Bruce. I told Mr. Scott I thought I could.
ESFJ	you should have?"
ESFJ	what I am getting now."
ESFJ	while if you succeed you will get the eighteen hundred. Would that be
ESFJ	instead of signing "T.A.S." orders between Pittsburgh and Altoona
ESFJ	residence in Altoona had many advantages, especially as we had a large
ESFJ	learned telegraphy during his residence in Altoona and he returned
ESFJ	rails were laid upon huge blocks of stone, cast-iron chairs for
ESFJ	indeed to do everything. At one time for eight days I was constantly
ESFJ	probably, I overworked the men and was not careful enough in
ESFJ	line that I was at last compelled to organize a night force; but it
ESFJ	that ever acted in America--at least he was the first upon the
ESFJ	piece of the grossest exaggeration. The smoke permeated and penetrated
ESFJ	Altoona, life was more or less miserable. We soon began to consider
ESFJ	division from the house when necessary.
ESFJ	and a considerable extent of ground around our house. The happiest
ESFJ	something green." I have inherited this peculiarity and have often
ESFJ	residences in this delightful suburb. It was, so to speak, the
ESFJ	something about them at once. I was pleased every day to feel that I
ESFJ	World." Our neighbors, Mr. and Mrs. Stewart, became more and more dear
ESFJ	making the acquaintance of the leading family of Western Pennsylvania,
ESFJ	been privileged to meet. His wife, the daughter of George W. Dallas,
ESFJ	which was to the surrounding district what the baronial hall in
